borough,block,longitude,latitude
QN,8026,-73.7522333988,40.7784881036
BK,7280,-73.9716272937,40.5764361049
QN,1113,-73.9029123429,40.7593781569
BK,527,-74.0024084405,40.6770383068
BX,2919,-73.9013003537,40.8386013123
BK,3651,-73.8940472754,40.679538847
BX,5443,-73.8178179016,40.8210502009
QN,2206,-73.8414832533,40.7285542953
BK,3276,-73.92135468,40.6975110043
QN,3270,-73.8426850256,40.7152025784
BX,5931,-73.91160853,40.9117605982
QN,15980,-73.7742727995,40.608573013
MN,1975,-73.9592524194,40.8101493337
QN,1281,-73.885052521,40.7511804498
QN,4715,-73.8101576819,40.7890861851
BK,3140,-73.9332641963,40.7008587855
QN,16284,-73.8551726189,40.5711478339
BK,2283,-73.9558282758,40.7217379628
SI,174,-74.1171477053,40.6371290598
QN,10398,-73.7655065465,40.6935624308
QN,7983,-73.7243339055,40.7280560853
QN,2816,-73.884547678,40.7271222334
BK,8330,-73.8875817319,40.6306369183
SI,3969,-74.1099223331,40.5678546107
BX,2827,-73.9089547383,40.8493476358
QN,316,-73.9357658784,40.7673712492
QN,6243,-73.7692978241,40.7647012304
QN,4932,-73.7939430555,40.7710009016
SI,5147,-74.1466627814,40.5480398475
QN,10320,-73.7823752659,40.7067513366
QN,3951,-73.8418607268,40.7910796774
SI,1392,-74.1813856123,40.629590595
QN,2990,-73.874874462,40.7194230374
BK,3594,-73.9160413527,40.6594608558
BX,3235,-73.9114965143,40.8620768713
BK,4334,-73.8820538085,40.6636957741
MN,1015,-73.9884287171,40.7582789965
QN,1833,-73.8410876984,40.7588428304
BX,2543,-73.9147379257,40.7995148233
QN,11469,-73.8441444983,40.6641863644
SI,3407,-74.0681195674,40.5907336936
QN,8692,-73.7149707387,40.7444394984
QN,2971,-73.8738807282,40.7244447963
QN,3972,-73.842219565,40.7884896833
QN,2957,-73.8856280833,40.7194256447
BK,4346,-73.8903999312,40.6569545556
QN,9877,-73.7926698399,40.7167684734
QN,3419,-73.9161730478,40.7091754041
QN,5675,-73.7862570809,40.7431936267
QN,1295,-73.9009440494,40.7450743437
QN,10766,-73.7359123405,40.7139490718
SI,686,-74.1044944514,40.605298829
SI,753,-74.1208841292,40.604066468
BX,5233,-73.8331800332,40.8796466094
SI,2660,-74.1942794727,40.5886069514
BK,979,-73.9906408235,40.6752324309
QN,13926,-73.8598115898,40.6573332443
BX,2519,-73.9225351343,40.8402109427
SI,7766,-74.2291133669,40.5131048585
QN,13238,-73.7336508224,40.6691739593
MN,1223,-73.9702311353,40.7910683803
QN,871,-73.9119614717,40.7809365602
BX,4581,-73.8500844001,40.8711048662
BK,4085,-73.8785387173,40.668366007
SI,6790,-74.2081191515,40.5177802115
SI,678,-74.1079765543,40.6115009018
BK,5756,-74.011148185,40.6306826351
BK,583,-74.0007808496,40.6725332658
QN,11398,-73.8476939734,40.6710791298
BK,2352,-73.9594388564,40.7158903419
BK,8821,-73.9336029141,40.5986881793
QN,4116,-73.837742058,40.7841444293
MN,1983,-73.956263003,40.8155580494
BX,2328,-73.9177197286,40.8165071568
QN,3273,-73.8422885429,40.7158629558
BK,16,-73.9904718179,40.7039632094
BK,2116,-73.9750136367,40.6866707459
QN,9910,-73.7710541287,40.7112305829
QN,550,-73.9275658106,40.7680993485
MN,256,-73.9887705399,40.7114882819
BK,2926,-73.9326744479,40.714283198
QN,16178,-73.8279089032,40.5830610808
SI,6542,-74.1827918697,40.5232921037
QN,4193,-73.8234215902,40.779611787
QN,4459,-73.8213884378,40.7906628743
MN,732,-73.9968135083,40.7543996251
BK,5016,-73.9365972072,40.636513064
QN,6809,-73.8126217275,40.7244000726
BX,2391,-73.9122747009,40.8268379043
QN,6792,-73.8130205128,40.7303394645
BX,2770,-73.8708571637,40.8119845921
BX,3179,-73.9056370142,40.8550069727
QN,7276,-73.7767458848,40.7260426969
QN,7672,-73.748806947,40.7450489987
BX,3187,-73.902099437,40.8603414348
SI,6046,-74.1937607034,40.5459032434
BX,4444,-73.8578734405,40.8622306722
QN,11275,-73.7285079752,40.6993145156
BK,6709,-73.9598342064,40.6265270111
BX,4160,-73.8354574186,40.8463352818
MN,53,-74.013680462,40.708883524
QN,9116,-73.8451843613,40.6818248043
SI,7565,-74.2299719706,40.5205528874
QN,8945,-73.8643326581,40.6839281817
BK,594,-74.0010588108,40.6719525968
QN,318,-73.936371777,40.7654636772
QN,695,-73.9148967219,40.7606189157
SI,1835,-74.1882741221,40.6289721587
SI,3847,-74.0842030533,40.5762234131
QN,11884,-73.8097165749,40.6662215609
MN,123,-74.0087812399,40.7124186739
QN,12923,-73.7503821035,40.6825957888
QN,6791,-73.8083758835,40.7365992156
QN,12140,-73.7970329447,40.6915930763
SI,4331,-74.1317598274,40.5735187196
SI,1089,-74.1369118046,40.6345315267
QN,1824,-73.8439728468,40.7585728448
BK,224,-73.995175089,40.6989086319
BK,2032,-73.9722002042,40.6978171824
QN,1946,-73.8577530391,40.7378733461
SI,872,-74.1072859113,40.5920804047
QN,13228,-73.729385222,40.669628455
MN,820,-73.9923131846,40.7394169192
QN,13255,-73.736715119,40.6674928354
MN,497,-73.9980484546,40.7232277165
MN,1257,-73.9834271932,40.7529893039
QN,5857,-73.7800440767,40.7871047071
SI,7966,-74.2541959722,40.5058032431
BK,7185,-73.9822405815,40.5886886615
MN,856,-73.9847306221,40.7427228038
BK,8339,-73.9175849567,40.6276811081
QN,4952,-73.8311949334,40.7674153231
BK,2001,-73.9777222848,40.6847346597
MN,223,-74.0099980689,40.7231900561
SI,77,-74.1081360277,40.6445909923
QN,11156,-73.7334383602,40.7117867279
SI,6258,-74.178753779,40.5424254422
BK,4904,-73.946120139,40.6487664635
BK,8693,-73.9602316192,40.5752354309
QN,281,-73.9349862982,40.7429005534
BX,4526,-73.8501708433,40.8657325527
BK,2593,-73.9555545763,40.7266984133
SI,267,-74.1043436274,40.6261534365
BX,2923,-73.8978259573,40.8444885876
QN,13716,-73.7550186125,40.6563863956
QN,8989,-73.8490521348,40.6897909897
BK,654,-73.9992749928,40.6611392642
QN,9616,-73.8182513287,40.7036936955
SI,4025,-74.113406633,40.5581648893
QN,5016,-73.8186861172,40.7638266762
SI,857,-74.0993034117,40.5976304999
BK,425,-73.9870312856,40.6797770581
SI,3888,-74.0953665564,40.5697531012
BK,1684,-73.9352379988,40.6801183935
MN,995,-73.9863955861,40.7564042105
QN,15658,-73.754831084,40.6081933031
QN,7722,-73.7645664956,40.7328824627
BK,5631,-73.9997623241,40.6400998523
BK,171,-73.9843366377,40.6879678382
BK,8604,-73.9093223832,40.6045993212
QN,5339,-73.8011627731,40.7611111696
BK,5723,-74.0040159285,40.6306701185
SI,4295,-74.1219738458,40.5622061071
QN,7075,-73.7878262261,40.7392019568
BX,5128,-73.8431750212,40.9042000789
BX,3851,-73.8410678779,40.8351242582
BK,2987,-73.9265154961,40.7087655949
QN,9749,-73.8068476403,40.7132496437
QN,457,-73.9449432255,40.7519902524
BX,2563,-73.913610129,40.8025896977
QN,11680,-73.8147104283,40.6760196234
BK,2009,-73.9687267271,40.6831089838
BK,2813,-73.9344069304,40.7245308183
BX,5926,-73.9147392448,40.8961896683
BK,3080,-73.9423593714,40.7053119449
QN,454,-73.9498359552,40.7511896969
BX,4082,-73.845950631,40.8448466991
BK,3147,-73.9328744648,40.7021062193
BX,2730,-73.8947080994,40.8152590884
SI,4001,-74.1163580716,40.5621441573
SI,1020,-74.1315051953,40.6367707764
BX,5780,-73.9037321318,40.8891942596
QN,12300,-73.7752883047,40.6720736812
BX,2480,-73.9189885226,40.8358373792
QN,13413,-73.7667079541,40.6563020649
QN,4318,-73.8470412578,40.7714430183
BK,2849,-73.9401944276,40.719778821
QN,3288,-73.8407559239,40.7166075677
BK,3694,-73.9048786796,40.6728971773
SI,5251,-74.1511264596,40.5444642431
QN,3960,-73.8372641484,40.7916656299
QN,9863,-73.7942162306,40.7155893604
BK,5254,-73.977397329,40.6552379401
MN,1615,-73.9483032788,40.7960503591
SI,4668,-74.120522473,40.5594998828
QN,6216,-73.775676032,40.7627875552
QN,5611,-73.7878768155,40.7516085602
BK,200,-73.9948214085,40.7025514494
BK,8841,-73.9286611495,40.5865131732
QN,9097,-73.8491287862,40.6816766688
QN,9831,-73.7881324163,40.7114291115
MN,656,-74.0112081693,40.7304016568
BX,3710,-73.8813116787,40.8250136594
QN,9237,-73.829680196,40.7035149755
QN,276,-73.9335092635,40.745585526
BK,4098,-73.8686527364,40.6911636456
QN,5231,-73.8130535895,40.7481763069
QN,9384,-73.8401863116,40.6899602705
QN,2850,-73.880099107,40.7253942111
BX,3025,-73.8937684564,40.860025754
BX,3062,-73.8933557942,40.850824799
QN,10459,-73.7658373975,40.7143493027
QN,11147,-73.738859959,40.7079674964
BX,5507,-73.8067114655,40.8131182966
SI,3803,-74.0943302813,40.5727413467
BK,52,-73.9879527355,40.701638044
SI,6941,-74.2070561354,40.5275042827
QN,15853,-73.775412884,40.5933244588
BK,605,-74.0122222518,40.6738844634
BK,691,-74.0060948058,40.6562436479
SI,6835,-74.195534646,40.5375817231
BK,362,-74.004440506,40.6816697676
BX,4494,-73.8355262848,40.8644549523
SI,6879,-74.2020056939,40.535146546
QN,15970,-73.7783858965,40.5976929438
MN,1267,-73.9771573507,40.7597422522
SI,2894,-74.0812618107,40.6091608805
MN,1682,-73.9396832907,40.7935537855
BK,3593,-73.905144464,40.6624211485
BK,641,-73.9983753156,40.6636565785
QN,2457,-73.8943399272,40.7352473753
QN,15508,-73.7456247848,40.608839151
QN,8380,-73.7262391152,40.753424042
QN,8109,-73.742603399,40.7670017206
MN,670,-74.0061552886,40.7503404339
QN,5018,-73.8154380461,40.7647810695
QN,13197,-73.7389712139,40.6660645296
MN,2001,-73.957911123,40.8203284299
QN,13042,-73.7594353991,40.6710409169
BK,2585,-73.9426355403,40.7309430692
QN,13010,-73.7530116144,40.6794311711
BK,3260,-73.9167654866,40.7045342942
SI,5202,-74.1399401517,40.5439615646
BK,232,-73.9925952856,40.6980837111
MN,1116,-73.9801639178,40.7712911773
BK,3149,-73.9304902153,40.7037153997
QN,13329,-73.7603753915,40.6652193779
BK,1879,-73.9634455457,40.6969605924
QN,11607,-73.8150213582,40.6829667147
BK,2203,-73.9622027878,40.7008000564
MN,2230,-73.9166583425,40.8684012968
BX,5701,-73.9054621736,40.8791481094
QN,10562,-73.7512126283,40.7186041996
SI,4192,-74.1188231032,40.5748478362
SI,6086,-74.1989765353,40.5456977476
QN,165,-73.9194794769,40.7415963271
QN,41,-73.953345103,40.742344166
BK,4355,-73.8798728561,40.6612200494
BK,2604,-73.9470524875,40.7295804079
SI,5760,-74.1873758993,40.5622578785
SI,1865,-74.1871419134,40.6307597339
QN,11431,-73.8495690175,40.6673361158
BX,2420,-73.919620991,40.8227716123
SI,883,-74.1010593328,40.5900980346
QN,7425,-73.762489438,40.7515151627
QN,4138,-73.8343047438,40.7825654957
SI,3544,-74.099812016,40.5845233017
QN,15554,-73.7463172537,40.604473373
BK,465,-73.9936528307,40.6770612616
QN,25,-73.9523127053,40.7484941618
BK,4435,-73.8819007521,40.6536261856
MN,323,-73.9793228454,40.7174144802
SI,404,-74.1350528647,40.6192755218
QN,15907,-73.791863226,40.5927616192
QN,2857,-73.8721096258,40.7336834425
BK,3458,-73.9051905269,40.6862687596
QN,15506,-73.7475526989,40.6099688827
BK,3643,-73.9068446469,40.6539585665
QN,1334,-73.9069083688,40.7423815395
QN,82,-73.9407204832,40.7457809649
BK,205,-73.9941399017,40.7010779648
SI,3904,-74.105689217,40.5724554715
MN,1049,-73.9840138549,40.7682437531
BK,4572,-73.8594436073,40.6632038953
QN,196,-73.9233722047,40.7411574822
SI,257,-74.102120833,40.6211776419
QN,4904,-73.8012775172,40.77148621
QN,490,-73.9342425954,40.7714357075
BK,1131,-73.9643147457,40.6798982475
QN,15887,-73.7807664358,40.590998904
BX,3269,-73.9011826168,40.8822511665
QN,4566,-73.8058425531,40.7870648958
QN,9958,-73.779885801,40.7175851643
BK,4214,-73.8716630612,40.6764070458
SI,7515,-74.2350015519,40.5267986719
MN,1297,-73.9748487394,40.7517392841
QN,1179,-73.9056036602,40.7528696775
MN,1097,-73.9948349844,40.7658828154
BK,449,-73.9960441524,40.6805482837
MN,1441,-73.9586964597,40.7643732698
BX,5779,-73.9046475151,40.8878620944
QN,9758,-73.7996414873,40.705645434
BK,7393,-73.933601348,40.5968575542
SI,6295,-74.1879676962,40.5376792408
BK,5843,-74.0198501532,40.6361165774
QN,16070,-73.8027326876,40.5925800203
BK,2363,-73.9646880577,40.7168265364
BX,2883,-73.9189207085,40.8558547413
SI,6513,-74.1815615953,40.5345959082
MN,1608,-73.9522915513,40.791849953
QN,14149,-73.8394893178,40.6628114859
BK,566,-74.0109601622,40.6768486055
MN,1444,-73.9572335943,40.7663711535
QN,10379,-73.7668083746,40.7035090982
BX,5304,-73.8342229526,40.8303367374
QN,1001,-73.8997883318,40.7678709784
QN,4147,-73.8264263828,40.7835682145
QN,5338,-73.8024664673,40.7613367653
BK,4431,-73.8883628808,40.6498797785
SI,7942,-74.2511345623,40.5067081391
QN,12759,-73.73919865,40.6921058811
QN,10771,-73.7365239266,40.7171525164
SI,3427,-74.0736124801,40.5874337017
QN,4377,-73.8466712047,40.7695128522
QN,9567,-73.8153870481,40.6900751452
QN,389,-73.9373675401,40.7555078489
BK,3749,-73.900156044,40.6694019346
SI,7309,-74.2316638318,40.539578407
QN,7342,-73.7655870184,40.7585783373
BK,2820,-73.934407811,40.7233926178
SI,5435,-74.1518034557,40.5520217633
SI,6458,-74.1762658457,40.5266522676
QN,9814,-73.7971756546,40.708866141
QN,8666,-73.7155924719,40.7274188776
BK,4549,-73.8657505053,40.6637615527
QN,5365,-73.7916930033,40.7579199969
BX,5514,-73.8102290032,40.8230101041
SI,3833,-74.079812353,40.5778081057
QN,12273,-73.7803465446,40.6745989316
QN,1418,-73.8789940922,40.7563776988
QN,1988,-73.8574226761,40.7478862494
BK,2300,-73.9524747554,40.7181722079
SI,5761,-74.1898922795,40.5620413959
BX,4505,-73.8309768411,40.8621607647
SI,5236,-74.1634654761,40.5426664045
BK,1955,-73.9725052796,40.6858558436
SI,6399,-74.1679860243,40.5262632443
BK,8690,-73.9616773781,40.5751677589
BK,7208,-73.9784078583,40.582922457
QN,8084,-73.7502314676,40.7679262046
SI,2359,-74.1668759531,40.5726463497
QN,248,-73.9320454217,40.7434020198
QN,2184,-73.8468022997,40.7335262321
BX,4568,-73.866623968,40.8713106763
QN,2603,-73.9191962705,40.7189224238
MN,1353,-73.9682956606,40.7473077223
BK,5678,-73.9911428627,40.6297841387
BX,2596,-73.9080706241,40.8015077671
BX,3925,-73.8662652841,40.840186671
QN,12549,-73.7637004719,40.6754657198
QN,10731,-73.7363079358,40.7222874731
QN,10287,-73.7781501119,40.6920195131
QN,6324,-73.7605606048,40.7620687638
QN,105,-73.9461612023,40.7403871967
QN,312,-73.9363680311,40.7325497422
BK,820,-74.020737755,40.647649965
QN,769,-73.9046521555,40.7690930893
MN,1365,-73.9634332052,40.7552625119
SI,2912,-74.0846748629,40.6080466472
BK,556,-74.0110403561,40.6774874798
MN,254,-73.993163397,40.7108015618
QN,379,-73.9291911392,40.7521721957
QN,10855,-73.7516356171,40.7128082725
BX,2324,-73.9223448531,40.8152637565
BK,2989,-73.9232005997,40.7097476075
BX,4806,-73.8353280789,40.8650460832
QN,10635,-73.748529232,40.720443181
QN,3359,-73.8272198746,40.7125131306
BK,8152,-73.8998758458,40.649868109
SI,6452,-74.1729191167,40.5230070004
QN,9667,-73.821709151,40.7131895986
QN,6548,-73.8280942015,40.7263608618
BK,2011,-73.9663002889,40.6832583582
QN,13080,-73.7590105616,40.6682116252
QN,4993,-73.8131545398,40.767671708
BK,1071,-73.9747532867,40.6722093249
QN,7644,-73.7558775014,40.7478053414
QN,4874,-73.8061027384,40.7690800362
QN,7848,-73.7408853091,40.7386301502
QN,450,-73.9514356088,40.7493292382
BX,3361,-73.8744722935,40.8801693841
MN,338,-73.9810621826,40.719139224
BX,2584,-73.9124013524,40.8003070645
BK,3071,-73.9426901401,40.7064219009
BK,6404,-74.0039370197,40.6038878423
BX,3706,-73.8424543065,40.8272299758
QN,4222,-73.8488873265,40.7782774086
BK,8687,-73.9647069041,40.5752240224
BK,8215,-73.8911884955,40.6470751502
BX,3882,-73.8651071737,40.8350346508
QN,203,-73.924686585,40.739813338
BX,3519,-73.8647263439,40.8162252065
QN,6224,-73.7752426059,40.7638425117
QN,8441,-73.7172699482,40.7480885551
QN,9862,-73.7938637064,40.7144046225
QN,470,-73.9414553351,40.7552288655
BK,211,-73.992007617,40.7004881069
QN,7084,-73.7919924326,40.7378244641
QN,2737,-73.9031502267,40.7131669419
MN,1741,-73.9343932802,40.8181539593
BK,277,-73.990585753,40.6895092055
BK,2306,-73.9537283718,40.7180189675
BX,3140,-73.8780164968,40.8414520949
QN,1083,-73.8801714475,40.7656108703
BK,2159,-73.9682942325,40.7070864356
BK,4483,-73.8706682271,40.6669815602
BK,2107,-73.9786720351,40.6872034308
BK,1719,-73.9498107147,40.6976924214
QN,2750,-73.9010655975,40.7209032394
SI,4244,-74.1173262783,40.569173062
QN,2140,-73.8475191302,40.7236911692
QN,7266,-73.7800092154,40.7287205318
BX,5277,-73.8266847823,40.8839405046
BX,2520,-73.9226400355,40.8408234188
MN,17,-74.0147807916,40.7083110894
MN,1601,-73.9472775672,40.8026288748
BX,5930,-73.9141914697,40.9039655077
QN,2344,-73.9060936742,40.7361990834
QN,8193,-73.7388213703,40.75774102
MN,1002,-73.9826585063,40.7601184186
BX,4347,-73.865662727,40.8606097118
BK,2419,-73.9600011233,40.7124324991
MN,1258,-73.9813910131,40.7544992752
BK,526,-74.0027965182,40.677565505
QN,6106,-73.7758768354,40.7714546533
QN,4460,-73.8201991209,40.7899078435
SI,451,-74.1392536773,40.6188416255
MN,748,-74.0003240382,40.7468522347
QN,5232,-73.8119845024,40.7479077059
BK,8803,-73.9337993151,40.5878471458
QN,2433,-73.8942082988,40.7386839827
BK,5739,-74.0004970007,40.6271580803
BK,175,-73.9888832831,40.6892246005
BX,2913,-73.9017253976,40.8388860519
BX,5064,-73.8569707661,40.9032147828
QN,789,-73.8977175309,40.7765365181
QN,3171,-73.8526614961,40.7256363331
QN,8627,-73.7193021432,40.730492967
SI,6899,-74.2030052113,40.5262400961
QN,461,-73.9489371859,40.7527193415
SI,3400,-74.0683453588,40.5926443713
QN,4879,-73.801767802,40.7781485989
QN,6825,-73.8098277448,40.7248622858
QN,5962,-73.793889489,40.7723628147
QN,9693,-73.8066444583,40.7051116439
BK,874,-73.9888431393,40.6618299134
QN,3971,-73.8410451132,40.7896611819
BK,4981,-73.9424991556,40.6376689453
QN,4876,-73.8026864779,40.7800162596
QN,7395,-73.7646607027,40.7541115981
QN,16088,-73.8018919293,40.5890333347
MN,1096,-73.9954239302,40.7650753492
QN,811,-73.9009160864,40.7772044366
QN,10095,-73.8025667901,40.7000855946
QN,26,-73.9531519371,40.7477083918
QN,10698,-73.7382672362,40.7207602948
SI,523,-74.0758113027,40.6267254696
QN,13170,-73.7433913296,40.6715234093
QN,788,-73.897403796,40.7757058166
QN,3233,-73.8458761422,40.7191408065
MN,1455,-73.9597295863,40.7595756506
QN,15850,-73.7731889912,40.5935269023
MN,755,-73.9941646837,40.7515379239
BK,3697,-73.9019989874,40.6729045319
QN,4103,-73.8332150795,40.7860642986
QN,36,-73.9572928865,40.7403236909
QN,83,-73.9425634652,40.7457882604
QN,4037,-73.8505279756,40.7863361837
BX,5234,-73.8322653264,40.8805572524
BK,3481,-73.8989839927,40.6792276292
QN,15827,-73.7701311721,40.5957310598
QN,8344,-73.7255731007,40.7623279682
SI,3332,-74.0899189971,40.5914834105
BK,827,-74.0231597456,40.6467319992
BK,3467,-73.9047092242,40.683432111
QN,7747,-73.7640251778,40.7344012982
QN,7128,-73.7774086024,40.7412144334
QN,8379,-73.7265392119,40.7527610031
BK,8039,-73.9036839487,40.6358861989
QN,456,-73.9493775773,40.7517187037
QN,2585,-73.9134692033,40.7246796543
SI,3900,-74.1086848844,40.5706982053
BX,4003,-73.8765750562,40.8414639803
QN,3988,-73.8342475972,40.7891087273
QN,12130,-73.7857691447,40.6677782595
QN,16002,-73.787089792,40.5950347726
QN,4422,-73.8313229955,40.7883815523
QN,6751,-73.8098947119,40.7369015918
QN,1632,-73.8701570529,40.769774461
SI,6530,-74.1792190187,40.5217015775
QN,6072,-73.7661469915,40.7738562084
QN,4111,-73.8252509505,40.7862368823
BX,4320,-73.8652527633,40.8554349104
QN,69,-73.9484381824,40.7408228152
QN,10101,-73.7981073043,40.7033514025
SI,3585,-74.1068685334,40.5793562087
QN,10323,-73.7795696726,40.7078561803
BX,3274,-73.8819203395,40.8676416607
SI,7626,-74.2393105267,40.5232477283
BK,5581,-73.9924049487,40.6452592005
BK,6038,-74.0208019903,40.618762953
QN,437,-73.9441759327,40.7479243211
SI,440,-74.1355269854,40.618617629
BX,5792,-73.9084208208,40.8858849808
SI,7996,-74.2456373379,40.5148692183
QN,1253,-73.8863248188,40.755033311
SI,786,-74.1408388506,40.6057502819
QN,5669,-73.7921947506,40.7429288862
MN,604,-74.0096868145,40.7322064359
QN,1018,-73.9025245945,40.7625940641
BK,1530,-73.9206609105,40.6789332637
QN,2519,-73.9256266933,40.7301288239
QN,150,-73.9174444967,40.7427489644
SI,4407,-74.1346542088,40.5713177984
MN,1315,-73.9740392246,40.7504619507
QN,10533,-73.7619207202,40.7201756598
MN,943,-73.973184701,40.7468567662
QN,11339,-73.8570374941,40.6730696454
QN,13620,-73.7313197102,40.6641263691
BK,710,-74.0147264951,40.6559605149
SI,6372,-74.1684532845,40.5333323074
MN,1179,-73.9879791643,40.7770349294
BK,1062,-73.9720044421,40.6741027706
MN,605,-74.0066226072,40.7326904693
BX,4319,-73.8658379946,40.8551010733
QN,10682,-73.7506612651,40.7266685438
QN,3740,-73.8821507096,40.6891264668
QN,6482,-73.8289819989,40.7316728127
BK,656,-74.0009759602,40.6611596483
QN,13379,-73.7679512163,40.6593955636
SI,6775,-74.2112466087,40.515327102
BK,2568,-73.95738164,40.727833902
QN,10152,-73.7937133936,40.7037672763
QN,12322,-73.7839326958,40.6912051399
QN,5676,-73.785327858,40.7433259365
QN,2525,-73.9250158344,40.730112215
MN,232,-74.0004280161,40.7204198482
MN,783,-73.9911809411,40.7510819019
MN,800,-73.9942315743,40.7447864503
MN,2240,-73.9230453215,40.8684144374
MN,1672,-73.9433978538,40.7867801017
QN,9445,-73.8192124803,40.6951276062
BK,6965,-73.9917526073,40.5790907924
QN,4035,-73.8532771988,40.7858156797
BK,2962,-73.929011498,40.7119449808
QN,2656,-73.9075391915,40.7292942462
QN,1875,-73.8681947504,40.7339308038
QN,5278,-73.8060555133,40.762508832
SI,3714,-74.0900868465,40.5798240487
SI,7836,-74.2351414938,40.5066920044
SI,214,-74.1240023781,40.6321879221
SI,6532,-74.1828986596,40.5208340978
SI,1470,-74.1401087059,40.6170275897
BK,2344,-73.9582335782,40.7159293066
QN,12637,-73.7443948761,40.6955137966
BX,3962,-73.8538886261,40.8413980593
BK,8825,-73.9329539354,40.5969255152
MN,1205,-73.9669395504,40.7888646337
QN,9849,-73.7974652292,40.7127875482
MN,491,-74.0054492283,40.7246764388
QN,13407,-73.7659148514,40.6593507088
BK,162,-73.9809075476,40.6885465281
BX,4284,-73.8668854521,40.851800426
SI,770,-74.1309100409,40.6050898696
BX,2654,-73.9052532983,40.8167029948
BK,2299,-73.9532008073,40.7182621941
QN,9986,-73.8088194637,40.7003719741
BK,1218,-73.9528590439,40.6757762036
MN,336,-73.9834344485,40.7157038416
BX,3226,-73.9060690642,40.8652909922
MN,2203,-73.9188033549,40.8637961331
BK,2434,-73.9578262246,40.7107213589
QN,3078,-73.866000151,40.7308238116
QN,4252,-73.8480921043,40.7769706342
BK,5573,-73.9985818944,40.621062318
QN,13864,-73.7438623632,40.6435137179
QN,10443,-73.7706988319,40.7113007156
QN,5674,-73.7867513888,40.7429362299
QN,8087,-73.7479307577,40.7644100044
QN,16250,-73.8578630434,40.5775316492
BX,3803,-73.8543744514,40.8321586472
QN,2438,-73.8955248725,40.7360072808
BK,2642,-73.9542101536,40.7238647945
QN,4582,-73.8006079061,40.7902631903
MN,67,-74.0081154268,40.7092378643
BK,3766,-73.8996331166,40.6673703913
QN,3986,-73.8356078543,40.7895681167
SI,7376,-74.2307282514,40.5335329736
MN,23,-74.0111146517,40.7066590641
QN,9875,-73.7947465193,40.7166695687
MN,1764,-73.93462338,40.8149668744
BK,207,-73.9927016749,40.7014277586
BK,2909,-73.9350220087,40.7156071216
QN,1192,-73.9079173824,40.7523955664
BK,6954,-73.983057694,40.5842622781
SI,4294,-74.1209146554,40.5631822692
QN,1499,-73.8855354315,40.7439513552
QN,2228,-73.8418457268,40.7261511809
BK,5835,-74.0365723323,40.6394006814
BK,2276,-73.9427558313,40.7011134389
MN,1079,-73.9938707305,40.7656570269
MN,686,-74.0079184028,40.7428401195
QN,7823,-73.7551170605,40.7280801934
BK,3074,-73.9341799492,40.707077168
BK,7050,-73.9971299264,40.5738348632
QN,4399,-73.8417170503,40.7665605735
BK,2859,-73.938800416,40.7195291393
QN,15825,-73.7677849922,40.5960928249
BX,5018,-73.8457987764,40.8952694443
QN,4809,-73.8174682447,40.7699077523
QN,15511,-73.7450487522,40.608054582
SI,1607,-74.1609478569,40.6144899007
BX,3886,-73.8776590847,40.8339834566
QN,5462,-73.7966850555,40.7498277809
QN,1727,-73.8569788096,40.7576513462
QN,365,-73.9369998512,40.7576297221
QN,424,-73.9410408677,40.7502536187
QN,328,-73.9413466081,40.7622851498
BK,804,-74.0184792433,40.6477617
QN,9885,-73.7868666452,40.7144596518
BK,3015,-73.9277961182,40.7052008968
QN,300,-73.9364575067,40.7376468279
QN,6670,-73.8161804617,40.7199923648
QN,16099,-73.7974482066,40.5861282675
BK,1920,-73.963332308,40.6905397499
SI,1396,-74.1817744468,40.6297722826
BX,3272,-73.8835770768,40.8657044344
SI,6275,-74.1808233995,40.5405516427
QN,4357,-73.8408413892,40.7693860884
SI,6866,-74.2019625182,40.5316665021
BK,86,-73.9878904528,40.6996165289
MN,258,-73.9851783316,40.7127846495
QN,12104,-73.7886878788,40.6726238791
QN,74,-73.947802471,40.7451140059
SI,3757,-74.0846267849,40.5774749502
SI,6584,-74.1909935921,40.5291986407
QN,10758,-73.7326931774,40.7273163374
BX,2928,-73.9008623817,40.8370377139
QN,6633,-73.8174844221,40.7177308847
SI,5779,-74.1881856037,40.5564016786
QN,12293,-73.7815139399,40.6704021673
BK,8721,-73.9565164538,40.5761479609
MN,52,-74.0118940666,40.7095411999
BX,2884,-73.9231179117,40.850355967
BX,3268,-73.9018906466,40.8810709238
QN,16325,-73.8663956682,40.5724838688
BK,406,-73.9840856592,40.6814316811
BX,4285,-73.8659440266,40.8515861632
BK,3561,-73.909373853,40.6650397725
BK,438,-73.9887328201,40.6792365838
BX,5795,-73.9108904754,40.8862579749
QN,3819,-73.8680297796,40.7059431143
QN,1269,-73.8964547648,40.7492991336
SI,1477,-74.147182916,40.6250730349
MN,86,-74.0098659639,40.7127270984
QN,6048,-73.7785248441,40.7710671176
BK,3169,-73.9222249064,40.7085077413
BX,5707,-73.9051494609,40.8807084887
BK,1405,-73.9245468006,40.6664413257
QN,15747,-73.7669055748,40.5973689349
BX,4894,-73.8397994625,40.8813897168
SI,1147,-74.1467562118,40.6258586465
QN,7656,-73.7537333653,40.7456985052
QN,13218,-73.7278775979,40.6712662619
QN,10518,-73.7695961586,40.7217889486
BX,3004,-73.8824951088,40.8389153552
QN,11545,-73.8406289995,40.6701096144
QN,120,-73.915038085,40.7512721535
