type[com/res/mix],borough,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,# of bus_stop,# of subway_station,# of FELONY,# of VIOLATION,# of MISDEMEANOR,total # of poi,poi type 1,poi type 2,poi type 3,poi type 4,poi type 5,poi type 6,poi type 7,poi type 8,poi type 9,poi type 10,poi type 11,poi type 12,poi type 13,# of roads,total width of raods
2,4,3000,2295,1925,455000,0,1,0,5,0,756,309,893,11,6,2,0,1,0,1,1,0,0,0,093,6509
2,4,2500,1442,1920,430000,0,1,0,5,0,748,310,894,11,6,2,0,1,0,1,1,0,0,0,086,6303
2,4,2500,1258,1915,460000,0,1,0,4,0,733,320,952,14,8,3,0,1,0,1,1,0,0,0,095,6540
2,4,2500,1120,1901,175000,0,1,0,4,0,744,318,952,13,8,2,0,1,0,1,1,0,0,0,086,6267
2,4,2500,1388,1920,253500,0,1,0,3,0,795,331,1025,16,9,4,0,1,0,1,1,0,0,0,085,6261
2,4,2500,2240,1915,375000,0,1,0,3,0,826,340,1043,17,9,4,1,1,0,1,1,0,0,0,087,6310
2,4,1847,2800,1931,650000,0,0,1,3,0,890,380,1215,31,19,5,2,1,0,1,3,0,0,0,087,6278
0,4,3112,9300,1931,1700000,20,2,1857,763,3622,55,22,1,5,7,3,3,9,1,0,1,2,1,0,157,5194
2,4,1558,1904,1930,697148,0,1,0,7,0,1164,448,1809,50,21,6,2,5,4,2,7,0,0,0,377,6083
2,4,2500,1710,1920,455000,0,1,0,1,0,984,410,1400,49,23,8,2,2,4,3,5,0,0,0,273,5856
2,4,5000,1200,1940,300000,1,0,0,1,0,984,410,1400,49,23,8,2,2,4,3,5,0,0,0,273,5856
2,4,5000,1200,1940,136000,1,0,0,1,0,984,410,1400,49,23,8,2,2,4,3,5,0,0,0,273,5856
2,4,3000,1230,1901,395000,0,1,0,2,0,913,379,1275,54,23,8,2,4,4,3,7,0,0,0,380,6046
2,4,1082,1468,1970,255000,0,1,0,3,0,989,421,1332,45,20,8,2,2,4,2,5,0,0,0,287,6253
2,4,1082,1468,1970,340000,0,1,0,3,0,989,421,1332,45,20,8,2,2,4,2,5,0,0,0,287,6253
2,4,3029,896,1915,304000,0,1,0,1,0,1004,425,1365,44,19,8,2,2,4,2,5,0,0,0,284,6190
2,4,2500,1208,1910,274000,0,1,0,2,0,1013,410,1347,49,23,6,2,3,4,3,5,0,0,0,373,5811
2,4,2500,1208,1910,600785,0,1,0,2,0,1013,410,1347,49,23,6,2,3,4,3,5,0,0,0,373,5811
2,4,3694,1142,1910,300000,0,1,0,2,0,1013,410,1347,49,23,6,2,3,4,3,5,0,0,0,373,5811
2,4,1332,560,1910,205000,0,1,0,2,0,981,406,1349,51,23,6,2,4,4,3,6,0,0,0,370,5683
2,4,2300,2400,1910,455000,0,0,1,2,0,981,406,1349,51,23,6,2,4,4,3,6,0,0,0,370,5683
2,4,2400,1306,1925,375000,0,1,0,7,0,974,405,1613,44,18,6,2,5,2,3,6,0,0,0,283,6201
2,4,2400,1306,1925,433000,0,1,0,7,0,974,405,1613,44,18,6,2,5,2,3,6,0,0,0,283,6201
2,4,2500,1152,1925,331000,0,1,0,9,0,1041,419,1738,43,19,5,2,5,1,2,6,1,0,0,282,6265
2,4,2500,1152,1925,160000,0,1,0,9,0,1041,419,1738,43,19,5,2,5,1,2,6,1,0,0,282,6265
2,4,2300,1212,1920,435000,0,1,0,3,0,883,363,1263,52,21,6,2,6,4,3,7,0,0,0,375,5964
2,4,2300,1212,1920,155000,0,1,0,3,0,883,363,1263,52,21,6,2,6,4,3,7,0,0,0,375,5964
2,4,2000,1720,1920,460000,0,1,0,3,0,883,363,1263,52,21,6,2,6,4,3,7,0,0,0,375,5964
2,4,2500,1642,1925,395000,0,1,0,2,0,984,420,1382,48,22,5,2,3,4,3,6,0,0,0,376,5886
2,4,2500,1525,1925,300000,0,1,0,2,0,984,420,1382,48,22,5,2,3,4,3,6,0,0,0,376,5886
2,4,2000,1752,1925,369000,0,1,0,2,0,901,373,1279,42,18,7,1,4,4,2,3,0,0,0,379,6082
2,4,1900,938,1935,422300,0,1,0,2,0,833,330,1141,29,9,6,0,4,3,2,3,0,0,0,284,6208
2,4,1900,938,1935,200000,0,1,0,2,0,833,330,1141,29,9,6,0,4,3,2,3,0,0,0,284,6208
2,4,2300,1318,1925,250000,0,1,0,2,0,958,395,1287,42,19,6,1,4,4,2,3,0,0,0,379,6094
2,4,2300,1038,1925,419000,0,1,0,2,0,958,395,1287,42,19,6,1,4,4,2,3,0,0,0,379,6094
2,4,2016,1496,1950,440000,0,1,0,4,0,805,307,1127,24,7,5,1,4,3,2,1,0,0,0,177,5953
2,4,2016,1496,1950,110000,0,1,0,4,0,805,307,1127,24,7,5,1,4,3,2,1,0,0,0,177,5953
2,4,2700,1190,1920,399000,0,1,0,3,0,881,340,1118,43,20,6,1,4,4,2,3,0,0,0,375,5865
2,4,2700,1190,1920,220000,0,1,0,3,0,881,340,1118,43,20,6,1,4,4,2,3,0,0,0,375,5865
2,4,3000,1211,1920,272000,0,1,0,3,0,817,311,1060,34,13,6,0,4,4,2,2,0,0,0,378,5963
2,4,3180,1156,1925,450000,0,1,0,3,0,804,310,1042,34,12,7,0,4,4,2,2,0,0,0,375,5944
2,4,3630,928,1925,280000,0,1,0,3,0,804,310,1042,34,12,7,0,4,4,2,2,0,0,0,375,5944
2,4,2190,784,1925,225000,0,1,0,4,0,804,289,1066,30,11,5,0,4,3,2,3,0,0,0,280,6042
2,4,1900,1216,1920,415000,0,1,0,5,0,803,276,1044,25,8,5,1,4,3,2,1,0,0,0,174,5811
2,4,1900,1216,1920,335000,0,1,0,5,0,803,276,1044,25,8,5,1,4,3,2,1,0,0,0,174,5811
2,4,1900,1216,1920,205200,0,1,0,5,0,803,276,1044,25,8,5,1,4,3,2,1,0,0,0,174,5811
2,4,4000,1124,1925,440000,0,1,0,5,0,803,276,1044,25,8,5,1,4,3,2,1,0,0,0,174,5811
2,4,1140,770,1925,221032,0,1,0,5,0,803,276,1044,25,8,5,1,4,3,2,1,0,0,0,174,5811
2,4,1900,1200,1920,240000,0,1,0,5,0,803,276,1044,25,8,5,1,4,3,2,1,0,0,0,174,5811
2,4,2500,1136,1930,430000,0,1,0,4,0,767,286,1060,23,8,5,1,4,2,1,1,0,0,0,179,6023
2,4,2400,1136,1930,430000,0,1,0,4,0,767,286,1060,23,8,5,1,4,2,1,1,0,0,0,179,6023
2,4,2400,1120,1930,445000,0,1,0,4,0,767,286,1060,23,8,5,1,4,2,1,1,0,0,0,179,6023
2,4,2400,1120,1930,215000,0,1,0,4,0,767,286,1060,23,8,5,1,4,2,1,1,0,0,0,179,6023
2,4,2500,1090,1935,495000,0,1,0,5,0,826,286,1103,25,8,5,1,4,3,2,1,0,0,0,176,5901
2,4,2500,1090,1935,241687,0,1,0,5,0,826,286,1103,25,8,5,1,4,3,2,1,0,0,0,176,5901
2,4,2500,979,1935,490000,0,1,0,5,0,826,286,1103,25,8,5,1,4,3,2,1,0,0,0,176,5901
2,4,2500,979,1935,235000,0,1,0,5,0,826,286,1103,25,8,5,1,4,3,2,1,0,0,0,176,5901
2,4,2742,1207,1925,248000,0,1,0,4,0,715,260,976,22,10,5,1,3,0,1,1,0,0,0,180,6011
2,4,2500,1264,1925,284934,0,1,0,4,0,689,244,918,20,8,5,1,3,0,1,1,0,0,0,181,6071
2,4,4080,1182,1910,499900,0,1,0,5,0,753,241,995,31,10,6,1,4,3,1,3,0,0,0,376,5972
2,4,6071,1190,1920,335000,0,1,0,5,0,753,241,995,31,10,6,1,4,3,1,3,0,0,0,376,5972
2,4,2000,1652,1920,430000,0,1,0,6,0,760,241,990,30,10,6,1,4,3,1,3,0,0,0,272,5829
2,4,2000,1248,1925,340000,0,1,0,5,0,789,272,1034,25,7,6,1,4,3,2,1,0,0,0,173,5821
2,4,2700,815,1930,410000,0,1,0,5,0,789,272,1034,25,7,6,1,4,3,2,1,0,0,0,173,5821
2,4,3000,865,1940,150000,0,1,0,5,0,789,272,1034,25,7,6,1,4,3,2,1,0,0,0,173,5821
2,4,3000,865,1940,325000,0,1,0,5,0,789,272,1034,25,7,6,1,4,3,2,1,0,0,0,173,5821
2,4,3000,865,1940,250000,0,1,0,5,0,789,272,1034,25,7,6,1,4,3,2,1,0,0,0,173,5821
2,4,3000,1548,1925,450000,0,1,0,5,0,762,247,997,25,10,5,1,4,2,1,1,0,0,0,171,5675
2,4,2400,1264,1940,268800,0,1,0,5,0,695,227,919,22,10,5,1,3,0,1,1,0,0,0,173,5729
2,4,4650,1590,1935,500000,0,1,0,6,0,585,183,800,22,10,5,1,3,0,1,1,0,0,0,173,5733
2,4,1620,1328,1920,447000,0,1,0,16,1,1390,575,2446,32,7,4,3,6,4,0,3,1,1,1,263,5587
2,4,1740,2240,1931,680000,15,2,1172,473,1882,25,2,3,2,5,4,0,3,1,1,1,2,1,0,167,5737
1,4,2500,1202,1925,170000,0,1,0,6,0,919,372,1265,21,2,4,2,5,1,0,3,1,1,1,176,6066
2,4,2200,1216,1920,416700,0,1,0,14,0,1125,404,1726,25,7,2,1,5,3,0,3,1,0,1,273,5945
2,4,5000,1360,1920,315000,0,1,0,10,0,977,377,1476,25,9,4,1,4,0,1,3,1,0,0,278,6216
2,4,1940,900,1931,499000,1,0,0,13,0,1070,401,1674,23,4,2,1,6,3,0,3,1,0,1,276,6027
2,4,2600,969,1920,132500,0,1,0,10,0,923,347,1450,17,3,3,0,4,3,0,3,1,0,0,082,6259
2,4,2000,1080,1920,350000,0,1,0,10,0,923,347,1450,17,3,3,0,4,3,0,3,1,0,0,082,6259
1,4,2142,962,1920,260000,0,1,0,8,0,838,338,1200,18,3,3,1,5,0,0,3,1,0,1,175,5996
1,4,2142,975,1920,417000,0,1,0,8,0,838,338,1200,18,3,3,1,5,0,0,3,1,0,1,175,5996
1,4,2142,930,1920,465000,0,1,0,8,0,838,338,1200,18,3,3,1,5,0,0,3,1,0,1,175,5996
1,4,2142,930,1920,110000,0,1,0,8,0,838,338,1200,18,3,3,1,5,0,0,3,1,0,1,175,5996
2,4,2500,864,1920,430000,0,1,0,7,0,762,322,1051,16,3,3,1,5,1,0,1,0,1,0,169,5769
2,4,2500,1872,1920,499000,0,1,0,7,0,762,322,1051,16,3,3,1,5,1,0,1,0,1,0,169,5769
2,4,2500,1872,1920,205200,0,1,0,7,0,762,322,1051,16,3,3,1,5,1,0,1,0,1,0,169,5769
2,4,2500,995,1920,435000,0,1,0,7,0,762,322,1051,16,3,3,1,5,1,0,1,0,1,0,169,5769
2,4,2500,985,1920,380000,0,1,0,7,0,762,322,1051,16,3,3,1,5,1,0,1,0,1,0,169,5769
2,4,2000,938,1920,283550,0,1,0,6,0,700,308,949,13,3,3,1,5,0,0,1,0,0,0,057,5345
2,4,2000,974,1925,390000,0,1,0,5,0,649,277,863,12,3,4,0,4,0,0,1,0,0,0,060,5437
2,4,2000,974,1925,137750,0,1,0,5,0,649,277,863,12,3,4,0,4,0,0,1,0,0,0,060,5437
2,4,2000,1248,1930,308636,0,1,0,7,0,832,329,1225,18,4,4,0,5,0,1,3,1,0,0,078,6197
2,4,4000,1730,1930,460000,0,1,0,7,0,832,329,1225,18,4,4,0,5,0,1,3,1,0,0,078,6197
2,4,2000,896,1925,260000,0,1,0,5,0,785,315,1102,18,4,5,0,5,0,1,2,1,0,0,087,6438
2,4,2300,1072,1920,137750,0,1,0,5,0,785,315,1102,18,4,5,0,5,0,1,2,1,0,0,087,6438
2,4,3150,1890,1925,440000,0,1,0,5,0,664,283,885,11,2,4,0,4,0,0,1,0,0,0,067,5676
2,4,4000,1586,1930,145000,0,1,0,4,0,797,315,1134,18,4,4,0,5,1,1,2,1,0,0,091,6544
2,4,2500,1761,1925,280000,0,1,0,1,0,539,211,704,15,5,5,0,4,0,1,0,0,0,0,044,4795
2,4,1900,969,1950,300000,0,1,0,1,0,539,211,704,15,5,5,0,4,0,1,0,0,0,0,044,4795
2,4,2000,820,1950,355000,0,1,0,1,0,539,211,704,15,5,5,0,4,0,1,0,0,0,0,044,4795
2,4,2000,820,1950,198000,0,1,0,1,0,539,211,704,15,5,5,0,4,0,1,0,0,0,0,044,4795
2,4,3000,725,1955,192424,0,1,0,1,0,539,211,704,15,5,5,0,4,0,1,0,0,0,0,044,4795
2,4,2000,905,1955,335000,0,1,0,1,0,539,211,704,15,5,5,0,4,0,1,0,0,0,0,044,4795
2,4,3000,665,1955,344500,0,1,0,1,0,539,211,704,15,5,5,0,4,0,1,0,0,0,0,044,4795
2,4,2000,1280,1920,420000,0,1,0,1,0,513,197,656,13,5,4,0,3,0,1,0,0,0,0,043,4770
2,4,2000,1312,1920,370000,0,1,0,1,0,513,197,656,13,5,4,0,3,0,1,0,0,0,0,043,4770
2,4,6244,2094,1920,465000,0,1,0,3,0,825,336,1139,24,5,5,0,6,3,1,3,0,0,0,193,6552
2,4,2000,904,1940,240000,0,1,0,0,0,563,228,721,16,4,5,1,4,0,1,0,0,0,0,161,5368
2,4,2000,904,1940,270000,0,1,0,0,0,563,228,721,16,4,5,1,4,0,1,0,0,0,0,161,5368
2,4,4000,672,1920,265668,0,1,0,0,0,506,188,617,13,5,3,1,3,0,1,0,0,0,0,062,5385
2,4,4000,1094,1950,670000,0,1,0,0,0,506,200,631,11,3,4,1,3,0,0,0,0,0,0,059,5367
2,4,4000,1300,1950,410000,0,1,0,0,0,477,190,593,10,3,3,1,3,0,0,0,0,0,0,058,5327
2,4,1800,1224,1950,260000,0,1,0,2,0,530,198,734,20,9,5,1,3,0,1,0,0,0,0,168,5574
2,4,1800,1224,1950,321700,0,1,0,2,0,530,198,734,20,9,5,1,3,0,1,0,0,0,0,168,5574
2,4,2650,1280,1930,415000,0,1,0,2,0,515,194,694,19,8,5,1,3,0,1,0,0,0,0,162,5400
2,4,2650,1280,1930,235000,0,1,0,2,0,515,194,694,19,8,5,1,3,0,1,0,0,0,0,162,5400
2,4,2800,1272,1925,379000,0,1,0,2,0,492,184,655,16,8,4,1,2,0,1,0,0,0,0,063,5460
2,4,4000,975,1950,759000,0,1,0,2,0,492,184,655,16,8,4,1,2,0,1,0,0,0,0,063,5460
2,4,4000,1300,1960,479000,0,1,0,1,0,457,180,592,11,5,3,1,2,0,0,0,0,0,0,060,5388
2,4,4000,1300,1960,123500,0,1,0,1,0,457,180,592,11,5,3,1,2,0,0,0,0,0,0,060,5388
2,4,3000,1056,1935,355000,0,1,0,2,0,401,149,511,12,7,2,1,2,0,0,0,0,0,0,056,5257
2,4,3780,1020,1950,400000,0,1,0,1,0,389,142,483,10,5,2,1,2,0,0,0,0,0,0,059,5301
2,4,2800,1216,1920,150000,0,1,0,4,0,530,176,741,18,9,4,1,2,0,1,1,0,0,0,070,5614
2,4,3000,1152,1920,445000,0,1,0,2,0,506,182,711,14,6,4,1,2,0,0,1,0,0,0,068,5600
2,4,3000,1152,1920,260000,0,1,0,2,0,506,182,711,14,6,4,1,2,0,0,1,0,0,0,068,5600
2,4,2500,1280,1930,370000,0,1,0,3,0,488,178,681,14,6,4,1,2,0,0,1,0,0,0,064,5477
2,4,3458,1260,1930,310000,0,1,0,3,0,451,169,621,14,7,4,1,2,0,0,0,0,0,0,055,5227
2,4,4000,1491,1935,599000,0,1,0,3,0,433,140,618,14,6,4,1,2,0,0,1,0,0,0,054,5180
2,4,4900,1352,1935,555000,0,1,0,3,0,433,140,618,14,6,4,1,2,0,0,1,0,0,0,054,5180
2,4,6000,1764,1925,550000,0,1,0,3,0,424,145,577,14,6,4,1,2,0,0,1,0,0,0,061,5391
2,4,6000,2558,1930,340000,0,1,0,4,0,365,112,515,13,6,3,1,2,0,0,1,0,0,0,062,5405
2,4,4000,1596,1950,770000,0,1,0,3,0,364,119,471,14,7,4,1,2,0,0,0,0,0,0,061,5438
2,4,5000,1016,1955,595000,0,1,0,4,0,327,95,420,10,6,2,1,1,0,0,0,0,0,0,063,5420
2,4,5000,1016,1955,335000,0,1,0,4,0,327,95,420,10,6,2,1,1,0,0,0,0,0,0,063,5420
2,4,2500,1320,1940,380000,0,1,0,3,0,324,94,351,7,5,1,1,0,0,0,0,0,0,0,066,5491
2,4,4000,1504,1935,598000,0,1,0,5,0,309,95,407,10,5,2,1,1,0,0,1,0,0,0,064,5564
2,4,8000,1296,1915,542000,0,1,0,5,0,309,95,407,10,5,2,1,1,0,0,1,0,0,0,064,5564
2,4,5000,1688,1930,552000,0,1,0,4,0,272,74,317,8,5,0,2,1,0,0,0,0,0,0,063,5544
2,4,4000,1550,1955,250000,0,1,0,0,0,338,105,357,5,1,0,3,0,1,0,0,0,0,0,062,5447
2,4,2675,1014,1960,376480,0,1,0,0,0,338,105,357,5,1,0,3,0,1,0,0,0,0,0,062,5447
2,4,2675,1014,1960,449000,0,1,0,0,0,338,105,357,5,1,0,3,0,1,0,0,0,0,0,062,5447
2,4,2423,1188,1950,278300,0,1,0,0,0,338,105,357,5,1,0,3,0,1,0,0,0,0,0,062,5447
2,4,2538,1188,1950,322701,0,1,0,0,0,338,105,357,5,1,0,3,0,1,0,0,0,0,0,062,5447
2,4,6317,1723,1930,723000,0,1,0,4,0,359,109,517,14,6,3,2,2,0,0,1,0,0,0,056,5213
2,4,8000,2688,1925,555000,0,1,0,5,0,253,63,337,8,5,0,1,1,0,0,0,0,0,1,058,5391
2,4,4000,1610,1940,440000,0,1,0,9,0,316,100,441,13,7,0,2,1,1,0,0,0,0,2,070,5929
2,4,2142,1280,1920,405000,0,1,0,5,0,755,306,1018,19,3,4,2,5,1,0,2,0,1,0,157,5251
2,4,1342,1190,1920,405000,0,1,0,2,1,658,271,885,13,2,3,2,3,1,0,0,0,1,0,143,4723
2,4,2142,1065,1920,340000,0,1,0,4,0,701,282,937,16,4,3,1,5,0,0,1,0,1,0,148,4963
2,4,2200,1694,1945,360400,0,1,0,0,0,350,131,411,7,2,1,2,1,1,0,0,0,0,0,053,5041
2,4,2200,1694,1945,345000,0,1,0,0,0,350,131,411,7,2,1,2,1,1,0,0,0,0,0,053,5041
2,4,2658,1694,1935,235349,0,1,0,0,0,327,120,384,6,2,1,2,0,1,0,0,0,0,0,060,5286
2,4,2200,1694,1935,335000,0,1,0,0,0,327,120,384,6,2,1,2,0,1,0,0,0,0,0,060,5286
2,4,4000,1260,1945,485000,0,1,0,1,0,332,109,365,8,3,1,2,0,1,0,1,0,0,0,065,5571
2,4,2700,1452,1940,253000,0,1,0,1,0,330,107,356,9,3,0,2,2,1,0,1,0,0,0,056,5279
2,4,4000,1320,1950,450000,0,1,0,1,0,330,107,356,9,3,0,2,2,1,0,1,0,0,0,056,5279
2,4,4000,1215,1945,300000,0,1,0,1,0,330,107,356,9,3,0,2,2,1,0,1,0,0,0,056,5279
2,4,4000,1320,1940,395800,0,1,0,2,0,363,113,410,10,3,0,2,2,1,0,1,0,0,1,070,5697
2,4,1808,1683,1950,340000,0,1,0,1,0,477,202,627,11,1,1,2,5,2,0,0,0,0,0,060,5513
2,4,1800,1836,1950,425000,0,1,0,1,0,477,202,627,11,1,1,2,5,2,0,0,0,0,0,060,5513
2,4,1800,1836,1950,200000,0,1,0,1,0,477,202,627,11,1,1,2,5,2,0,0,0,0,0,060,5513
2,4,2740,1120,1940,237000,0,1,0,1,0,451,195,589,13,2,1,2,6,2,0,0,0,0,0,064,5570
2,4,2740,1320,1940,259584,0,1,0,1,0,451,195,589,13,2,1,2,6,2,0,0,0,0,0,064,5570
2,4,3425,1320,1940,221000,0,1,0,1,0,451,195,589,13,2,1,2,6,2,0,0,0,0,0,064,5570
2,4,2000,1320,1940,350000,0,1,0,2,0,445,186,543,13,3,0,2,5,2,0,0,0,0,1,068,5709
2,4,2000,1120,1940,375000,0,1,0,2,0,445,186,543,13,3,0,2,5,2,0,0,0,0,1,068,5709
2,4,2000,1120,1940,379000,0,1,0,1,0,476,211,602,13,3,0,2,5,2,0,0,0,0,1,068,5643
2,4,2000,1120,1940,245000,0,1,0,1,0,476,211,602,13,3,0,2,5,2,0,0,0,0,1,068,5643
2,4,3000,1344,1925,385000,0,1,0,1,0,462,204,580,13,3,0,2,5,2,0,0,0,0,1,075,5893
2,4,4200,2003,1925,400000,0,1,0,1,0,462,204,580,13,3,0,2,5,2,0,0,0,0,1,075,5893
2,4,4210,1534,1925,300000,0,1,0,1,0,462,204,580,13,3,0,2,5,2,0,0,0,0,1,075,5893
2,4,2500,1312,1925,378000,0,1,0,1,0,353,131,408,9,3,0,2,2,1,0,1,0,0,0,055,5414
2,4,4000,1558,1925,348000,0,1,0,1,0,369,133,442,10,3,0,2,2,1,0,1,0,0,1,068,5770
2,4,3159,1529,1925,460000,0,1,0,2,0,371,124,436,10,3,0,2,2,1,0,1,0,0,1,068,5743
2,4,6000,1476,1925,439900,0,1,0,11,0,409,112,517,10,5,0,1,1,1,0,0,0,0,2,089,6378
2,4,3000,1820,1920,440000,0,1,0,10,0,437,120,555,10,5,0,1,2,0,0,0,0,0,2,092,6491
2,4,5640,1819,1930,469500,0,1,0,11,0,479,141,607,12,5,0,1,2,1,0,2,0,0,0,208,7032
2,4,4000,1550,1930,365500,0,1,0,10,0,381,107,509,8,5,0,1,1,0,0,0,0,0,1,079,6056
2,4,2304,1598,1925,450000,0,1,0,10,0,367,99,468,8,4,0,1,1,0,0,0,0,0,2,074,5940
2,4,4800,2184,1925,390000,0,1,0,10,0,367,99,468,8,4,0,1,1,0,0,0,0,0,2,074,5940
2,4,4000,1700,1925,495000,0,1,0,10,0,367,99,468,8,4,0,1,1,0,0,0,0,0,2,074,5940
2,4,4221,1650,1935,373700,0,1,0,11,0,459,121,535,6,3,0,1,1,0,0,0,0,0,0,206,6882
2,4,3000,1527,1930,435000,0,1,0,11,0,396,102,469,6,3,0,1,1,0,0,1,0,0,0,093,6590
2,4,4000,1652,1920,558259,0,1,0,4,0,321,80,344,5,1,0,3,0,0,0,1,0,0,0,068,5729
2,4,4000,2388,1940,385000,0,1,0,1,0,326,97,330,6,2,0,2,0,1,0,1,0,0,0,059,5429
2,4,4000,1268,1930,295000,0,1,0,2,0,324,96,368,6,2,0,2,0,1,0,1,0,0,0,071,5805
2,4,4650,1198,1930,170000,0,1,0,2,0,336,81,344,7,2,0,3,0,1,0,1,0,0,0,075,5957
2,4,2715,2172,1925,330000,0,1,0,3,0,391,98,403,7,2,0,3,0,1,0,1,0,0,0,094,6640
2,4,3042,1420,1930,455000,0,1,0,7,0,409,109,453,5,1,0,3,0,0,0,1,0,0,0,097,6596
2,4,4240,1760,1930,435000,0,1,0,3,0,410,100,427,6,2,0,2,0,1,0,1,0,0,0,092,6600
2,4,4207,1129,1945,328000,0,1,0,3,0,410,100,427,6,2,0,2,0,1,0,1,0,0,0,092,6600
2,4,2860,1680,1920,480000,0,1,0,3,0,410,100,427,6,2,0,2,0,1,0,1,0,0,0,092,6600
2,4,2835,1680,1920,410000,0,1,0,3,0,410,100,427,6,2,0,2,0,1,0,1,0,0,0,092,6600
1,4,5000,2020,1940,368000,0,1,0,4,0,420,109,455,7,1,0,3,1,1,0,0,0,0,0,200,6782
1,4,6000,2430,1925,260000,0,1,0,4,0,420,109,455,7,1,0,3,1,1,0,0,0,0,0,200,6782
2,4,6000,1404,1920,160000,0,1,0,2,0,402,122,469,8,3,0,2,1,1,0,1,0,0,0,071,5741
2,4,3450,1458,1945,130000,0,1,0,2,0,406,119,474,8,3,0,2,1,1,0,1,0,0,0,077,5977
2,4,5500,2676,1915,350000,0,1,0,2,0,415,127,456,8,2,0,2,1,1,0,1,0,0,1,084,6211
2,4,5500,2676,1915,275000,0,1,0,2,0,415,127,456,8,2,0,2,1,1,0,1,0,0,1,084,6211
2,4,2141,1800,1931,407500,0,0,1,3,0,415,120,456,5,1,0,2,0,1,0,1,0,0,0,098,6710
2,4,2843,1632,1930,353100,0,1,0,3,0,415,120,456,5,1,0,2,0,1,0,1,0,0,0,098,6710
2,4,3000,1300,1930,450000,0,1,0,3,0,415,120,467,5,1,0,2,0,1,0,1,0,0,0,089,6381
2,4,3000,1440,1930,475000,0,1,0,3,0,415,120,467,5,1,0,2,0,1,0,1,0,0,0,089,6381
2,4,3000,1440,1930,231000,0,1,0,3,0,415,120,467,5,1,0,2,0,1,0,1,0,0,0,089,6381
2,4,3000,1300,1930,335000,0,1,0,3,0,415,120,467,5,1,0,2,0,1,0,1,0,0,0,089,6381
2,4,14498,5275,1969,1550000,1,0,0,5,0,403,189,567,15,6,0,1,5,2,1,0,0,0,0,074,5736
2,4,4666,2640,1950,590000,0,1,0,5,0,470,221,627,16,5,1,2,5,2,1,0,0,0,0,077,5880
2,4,3640,1500,1925,337000,0,1,0,4,0,460,232,610,16,4,1,2,5,2,1,1,0,0,0,083,5993
2,4,6000,3418,1920,700000,0,1,0,4,0,460,232,610,16,4,1,2,5,2,1,1,0,0,0,083,5993
2,4,6250,1968,1910,456300,0,1,0,5,0,459,260,650,17,4,2,1,6,2,1,1,0,0,0,094,6353
2,4,2250,1920,1931,875000,0,0,1,1,0,464,260,669,11,4,1,1,2,1,0,1,0,0,1,094,6283
2,4,3200,1683,1930,660000,0,0,1,7,0,398,213,556,13,4,1,2,3,1,1,1,0,0,0,089,6280
2,4,5000,1144,1905,530000,0,1,0,7,0,398,213,556,13,4,1,2,3,1,1,1,0,0,0,089,6280
2,4,2600,1280,1920,390000,0,1,0,1,0,447,201,560,12,3,2,1,1,1,0,4,0,0,0,085,6006
2,4,3342,1152,1930,465000,0,1,0,3,0,432,198,537,13,2,2,2,2,1,0,4,0,0,0,083,6102
2,4,2500,1216,1925,495000,0,1,0,4,0,424,203,524,11,2,1,1,2,1,0,4,0,0,0,088,6250
2,4,2400,1280,1925,470000,0,1,0,4,0,456,252,642,13,5,2,2,1,2,0,1,0,0,0,095,6337
2,4,2400,1264,1920,465000,0,1,0,6,0,451,246,643,14,5,2,2,1,2,0,1,0,0,0,192,6276
2,4,2000,1230,1920,440000,0,1,0,6,0,451,246,643,14,5,2,2,1,2,0,1,0,0,0,192,6276
2,4,3000,1954,1925,315000,0,1,0,6,0,431,203,556,14,3,2,2,1,1,0,4,0,0,0,179,5956
2,4,3342,1080,1930,429000,0,1,0,6,0,413,184,500,15,3,2,2,2,1,0,4,0,0,0,184,6081
2,4,2500,1232,1925,200000,0,1,0,7,0,408,218,594,18,6,2,2,3,2,1,1,0,0,0,184,6022
2,4,2400,1264,1925,515000,0,1,0,7,0,408,218,594,18,6,2,2,3,2,1,1,0,0,0,184,6022
2,4,2400,1272,1920,415000,0,1,0,7,0,416,208,582,15,6,2,2,1,2,0,1,0,0,0,187,6154
2,4,2442,1974,1920,262000,0,1,0,7,0,416,208,582,15,6,2,2,1,2,0,1,0,0,0,187,6154
2,4,2300,1056,1925,345000,0,1,0,6,0,421,207,578,15,3,2,2,1,2,0,4,0,0,0,176,5835
2,4,3400,1440,1925,476000,0,1,0,6,0,429,204,577,16,4,2,2,1,2,0,4,0,0,0,182,6038
2,4,2300,1456,1925,530000,0,1,0,6,0,429,204,577,16,4,2,2,1,2,0,4,0,0,0,182,6038
2,4,2300,1984,1920,467000,0,1,0,9,0,381,170,485,13,3,2,2,1,1,0,3,0,0,0,180,6094
2,4,7183,2006,1940,730000,0,1,0,3,0,333,165,499,12,5,0,1,4,1,1,0,0,0,0,069,5620
2,4,3520,1950,1930,760000,0,1,0,3,0,333,165,499,12,5,0,1,4,1,1,0,0,0,0,069,5620
2,4,8750,5680,1925,1125000,0,1,0,3,0,303,145,443,11,6,0,1,3,0,1,0,0,0,0,073,5813
2,4,15333,2976,1930,900000,0,1,0,3,0,266,118,397,10,6,0,1,2,0,1,0,0,0,0,066,5555
2,4,15333,2976,1930,925000,0,1,0,3,0,266,118,397,10,6,0,1,2,0,1,0,0,0,0,066,5555
